airport,lat,lon
KM90,36.75859833,-120.3710022
KM91,36.53720093,-86.92060089
KM93,36.31669998,-87.91670227
KM94,46.687401,-119.920998
KM95,33.7122,-87.815002
KM99,34.556599,-92.606903
KMAC,32.82210159,-83.56199646
KMAE,36.98860168,-120.1119995
KMAF,31.94249916,-102.2020035
KMAI,30.83779907,-85.18190002
KMAL,44.85369873,-74.3289032
KMAO,34.18119812,-79.33470154
KMAW,36.6006012,-89.99220276
KMBG,45.54650116,-100.4079971
KMBL,44.2723999,-86.24690247
KMBO,32.438702,-90.103104
KMBS,43.53290176,-84.07959747
KMBT,35.87749863,-86.37750244
KMBY,39.46390152,-92.42700195
KMCB,31.17849922,-90.47190094
KMCC,38.66759872,-121.401001
KMCD,45.86489868,-84.63729858
KMCE,37.28469849,-120.5139999
KMCF,27.84930038,-82.52120209
KMCI,39.2976,-94.713898
KMCK,40.20629883,-100.5920029
KMCN,32.69279861,-83.64920044
KMCO,28.42939949,-81.30899811
KMCW,43.15779877,-93.33129883
KMCX,40.70880127,-86.76679993
KMCZ,35.86220169,-77.17819977
KMDA,29.43129921,-98.37779999
KMDD,32.03649902,-102.1009979
KMDF,36.48479843,-99.19419861
KMDH,37.77809906,-89.2519989
KMDQ,34.8614006,-86.55750275
KMDS,44.01599884,-97.08589935
KMDT,40.19350052,-76.76339722
KMDW,41.785999,-87.752403
KMDZ,45.10100174,-90.30329895
KMEB,34.791901,-79.365799
KMEI,32.33259964,-88.75189972
KMEJ,37.27690125,-100.3560028
KMEM,35.04240036,-89.97669983
KMER,37.38050079,-120.5680008
KMEV,39.00030136,-119.7509995
KMEY,42.17829895,-95.79360199
KMEZ,34.545399,-94.202698
KMFD,40.82139969,-82.51660156
KMFE,26.17580032,-98.23860168
KMFI,44.63690186,-90.18930054
KMFR,42.37419891,-122.8730011
KMFV,37.64690018,-75.76110077
KMGC,41.70330048,-86.82119751
KMGE,33.91540146,-84.51629639
KMGG,45.23600006,-93.98560333
KMGJ,41.50999832,-74.26460266
KMGM,32.30059814,-86.39399719
KMGN,45.42559814,-84.91339874
KMGR,31.0848999,-83.80329895
KMGW,39.64289856,-79.91629791
KMGY,39.5890007,-84.22489929
KMHE,43.77479935,-98.03859711
KMHK,39.14099884,-96.67079926
KMHL,39.09579849,-93.20290375
KMHP,32.37390137,-82.07920074
KMHR,38.55390167,-121.2979965
KMHT,42.932598,-71.435699
KMHV,35.05939865,-118.1520004
KMIA,25.79319954,-80.29060364
KMIB,48.4156,-101.358002
KMIC,45.06200027,-93.35389709
KMIE,40.24229813,-85.39589691
KMIO,36.909199,-94.887497
KMIT,35.507401,-119.192002
KMIV,39.367802,-75.072197
KMIW,42.11270142,-92.9178009
KMJD,30.48749924,-89.65119934
KMJQ,43.65000153,-94.9865036
KMJX,39.92750168,-74.29239655
KMKA,44.52519989,-98.95809937
KMKC,39.12319946,-94.59279633
KMKE,42.94720078,-87.89659882
KMKG,43.169498,-86.238197
KMKJ,36.89490128,-81.34989929
KMKL,35.599899,-88.915604
KMKN,31.91679955,-98.60030365
KMKO,35.656502,-95.366699
KMKS,33.1855011,-80.03630066
KMKT,44.22159958,-93.91870117
KMKV,31.09469986,-92.06909943
KMKY,25.995001,-81.672501
KMLB,28.10280037,-80.64530182
KMLC,34.882401,-95.783501
KMLD,42.16659927,-112.2969971
KMLE,41.19599915,-96.11199951
KMLF,38.42660141,-113.012001
KMLI,41.44850159,-90.50749969
KMLJ,33.154202,-83.240701
KMLK,48.34939957,-107.8860016
KMLS,46.4280014,-105.8860016
KMLT,45.64780045,-68.68560028
KMLU,32.51089859,-92.03769684
KMMH,37.62409973,-118.8379974
KMMI,35.39730072,-84.56259918
KMMK,41.50870132,-72.82949829
KMML,44.45050049,-95.82189941
KMMS,34.23149872,-90.28959656
KMMT,33.92079926,-80.80130005
KMMU,40.79940033,-74.41490173
KMMV,45.19440079,-123.1360016
KMNF,36.99280167,-91.71450043
KMNG,45.805,-108.5666667
KMNI,33.58710098,-80.20870209
KMNM,45.126701,-87.638397
KMNN,40.61619949,-83.06349945
KMNV,35.54539871,-84.38020325
KMNZ,31.66589928,-98.14859772
KMO1,37.875,-92.40850067
KMO3,37.66030121,-93.81680298
KMO6,38.587601,-90.993797
KMO8,39.77000046,-93.01270294
KMOB,30.69120026,-88.24279785
KMOD,37.62580109,-120.9540024
KMOP,43.62170029,-84.73750305
KMOR,36.1794014,-83.37550354
KMOT,48.25939941,-101.2799988
KMOX,45.56600189,-95.96720123
KMPE,32.7994,-89.125999
KMPG,39.88079834,-80.7358017
KMPI,37.51089859,-120.0400009
KMPJ,35.138901,-92.909202
KMPO,41.137503,-75.378897
KMPR,38.35240173,-97.69129944
KMPV,44.20349884,-72.56230164
KMPZ,40.94660187,-91.51110077
KMQB,40.52009964,-90.65239716
KMQI,35.91899872,-75.69550323
KMQJ,39.843498,-85.8971
KMQS,39.97900009,-75.8655014
KMQT,46.53390121,-87.56140137
KMQW,32.09579849,-82.87999725
KMQY,36.00899887,-86.52010345
KMRB,39.40190125,-77.98459625
KMRC,35.55410004,-87.17890167
KMRF,30.371099,-104.017997
KMRH,34.73360062,-76.66059875
KMRJ,42.886799,-90.236198
KMRN,35.820202,-81.611397
KMRT,40.22470093,-83.35160065
KMRY,36.5870018,-121.8430023
KMSA,33.12939835,-94.9756012
KMSL,34.74530029,-87.61019897
KMSN,43.13990021,-89.33750153
KMSO,46.91630173,-114.0910034
KMSP,44.882,-93.221802
KMSS,44.93579865,-74.84559631
KMSV,41.701596,-74.794997
KMSY,29.99340057,-90.25800323
KMTC,42.613463,-82.836919
KMTH,24.726101,-81.051399
KMTJ,38.50979996,-107.8939972
KMTN,39.325699,-76.413803
KMTO,39.477901,-88.279198
KMTP,41.0765,-71.920797
KMTV,36.63069916,-80.01830292
KMTW,44.128799,-87.680602
KMUF,35.61999893,-85.19080353
KMUI,40.434799,-76.569397
KMUL,31.13769913,-83.70410156
KMUO,43.043598,-115.872002
KMUT,41.367803,-91.148201
KMUU,40.329182,-77.862478
KMVC,31.458,-87.350996
KMVE,44.969101,-95.710297
KMVI,37.52730179,-106.0479965
KMVL,44.5345993,-72.61399841
KMVM,44.7030983,-67.47859955
KMVN,38.323399,-88.858803
KMVY,41.39310074,-70.61430359
KMWA,37.75500107,-89.01110077
KMWC,43.110401,-88.034401
KMWH,47.20769882,-119.3199997
KMWK,36.45970154,-80.5530014
KMWL,32.781601,-98.060204
KMWM,43.91339874,-95.10939789
KMWO,39.530998,-84.395302
KMXA,35.894402,-90.154602
KMXF,32.3829,-86.365799
KMXO,42.22040176,-91.16329956
KMY,57.02560043,-154.1459961
KMYF,32.8157,-117.139999
KMYJ,39.15750122,-91.81829834
KMYL,44.88970184,-116.1009979
KMYR,33.67969894,-78.92829895
KMYV,39.09780121,-121.5699997
KMYZ,39.8553009,-96.63059998
KMZH,46.41880035,-92.80470276
KMZJ,32.51060104,-111.3280029
KMZZ,40.48989868,-85.67970276
KN03,42.59260178,-76.21489716
KN06,38.542198,-75.594398
KN12,40.06679916,-74.17769623
KN13,40.99779892,-76.43609619
KN14,39.93429947,-74.80729675
KN19,36.83470154,-108.0279999
KN23,42.30260086,-75.41600037
KN24,36.8003006,-105.5979996
KN27,41.74000168,-76.44709778
KN35,40.96670151,-78.93000031
KN37,41.62250137,-74.70130157
KN38,41.72790146,-77.39649963
KN40,40.56629944,-74.97859955
KN47,40.26029968,-75.67079926
KN51,40.58369827,-74.73619843
KN52,34.8638,-80.748001
KN53,41.03580093,-75.16059875
KN57,39.83050156,-75.7696991
KN58,39.55960083,-119.2409973
KN59,38.83940125,-119.3379974
KN66,42.5247,-75.0644
KN68,39.97309875,-77.64330292
KN69,41.577,-73.732399
KN71,40.09220123,-76.57440186
KN73,39.904202,-74.749496
KN79,40.8368988,-76.55249786
KN81,39.66749954,-74.75769806
KN82,41.59719849,-74.45829773
KN87,40.21390152,-74.60179901
KN89,41.72790146,-74.37740326
KN94,40.18790054,-77.17430115
KN96,40.88550186,-77.81629944
KN98,45.20830154,-84.99030304
KNBC,32.47740173,-80.72319794
KNBG,29.82530022,-90.03500366
KNBJ,30.38909912,-87.63529968
KNCA,34.70840073,-77.43969727
KNDY,38.33250046,-77.03720093
KNDZ,30.70439911,-87.02300262
KNEL,40.03329849,-74.353302
KNEN,30.35390091,-81.87190247
KNEW,30.04240036,-90.02829742
KNFD,30.50769997,-87.64550018
KNFE,36.69509888,-76.13549805
KNFG,33.30130005,-117.3550034
KNFJ,30.50690079,-86.95970154
KNFL,39.41659927,-118.7009964
KNFW,32.76919937,-97.4414978
KNGP,27.69260025,-97.29109955
KNGS,30.61079979,-86.94000244
KNGU,36.937599,-76.289299
KNGW,27.70030022,-97.43440247
KNGZ,37.78889847,-122.3199997
KNHK,38.285999,-76.411797
KNHL,30.3461,-87.541702
KNHU,36.94805556,-76.29611111
KNHZ,43.89220047,-69.93859863
KNID,35.6853981,-117.6920013
KNIP,30.2358,-81.680603
KNJK,32.829201,-115.671996
KNJM,34.69039917,-77.02970123
KNJP,40.20029831,-75.06639862
KNJW,32.7961998,-88.83170319
KNKL,30.4253006,-86.89389801
KNKT,34.90090179,-76.88069916
KNKX,32.86840057,-117.1429977
KNLC,36.33300018,-119.9520035
KNLW,41.50388889,-71.32583333
KNMM,32.55210114,-88.55560303
KNOG,27.90110016,-98.05169678
KNOP,40.591,-73.890999
KNOW,48.14149857,-123.4140015
KNPA,30.35269928,-87.31860352
KNPI,30.54305556,-87.36805556
KNQA,35.356701,-89.8703
KNQB,30.56360054,-87.80970001
KNQI,27.50720024,-97.80970001
KNQX,24.57579994,-81.68890381
KNRA,48.18830109,-122.6320038
KNRB,30.39109993,-81.42469788
KNRN,39.85039902,-99.8946991
KNRQ,30.62529945,-87.13999939
KNRS,32.56669998,-117.1169968
KNSE,30.7241993,-87.02189636
KNSI,33.2397995,-119.4580002
KNSX,30.815084,-87.167991
KNTD,34.12030029,-119.1210022
KNTK,33.70669937,-117.8270035
KNTU,36.820702,-76.033501
KNUC,33.02270126,-118.5879974
KNUI,38.14599991,-76.4285965
KNUN,30.46969986,-87.33809662
KNUQ,37.4161,-122.049004
KNUW,48.351799,-122.655998
KNVD,37.85210037,-94.30490112
KNVI,30.6996994,-87.19560242
KNWL,27.63500023,-97.31220245
KNXP,34.2961998,-116.1620026
KNXX,40.199795,-75.148201
KNY0,42.99819946,-74.32959747
KNY2,43.08340073,-76.28299713
KNYG,38.50170135,-77.30529785
KNYL,32.65660095,-114.6060028
KNZJ,33.67610168,-117.7310028
KNZW,42.14860153,-70.93939972
KNZX,30.6807003,-86.8871994
KNZY,32.69919968,-117.2149963
KO02,39.81850052,-120.3529968
KO05,40.28239822,-121.2409973
KO08,39.17900085,-121.9929962
KO09,39.79019928,-123.2659988
KO11,35.757,-94.649902
KO15,37.48740005,-120.6969986
KO16,40.08599854,-123.814003
KO20,38.09159851,-121.3590012
KO22,38.03039932,-120.4150009
KO24,37.95830154,-119.1070023
KO26,36.588299,-118.052002
KO27,37.75630188,-120.8000031
KO28,39.45130157,-123.3720016
KO32,36.66630173,-119.4499969
KO35,34.70840073,-99.90869904
KO37,39.72119904,-122.1470032
KO41,38.673901,-121.872002
KO42,36.3987999,-119.1070023
KO43,39.0041008,-119.1579971
KO46,41.47489929,-122.4530029
KO47,35.4822998,-96.71869659
KO51,36.744498,-99.908699
KO52,39.12369919,-121.6050034
KO53,36.79059982,-97.74900055
KO54,40.74570084,-122.9219971
KO57,38.262402,-119.225998
KO59,41.55270004,-120.1660004
KO60,38.77600098,-122.9929962
KO61,38.683998,-120.987999
KO65,36.112499,-98.308701
KO69,38.25780106,-122.6060028
KO70,38.37680054,-120.7939987
KO79,39.58100128,-120.3539963
KO81,41.88740158,-121.3590012
KO86,40.98320007,-122.6940002
KO88,38.19340134,-121.7040024
KO89,41.01879883,-121.4329987
KOAJ,34.82920074,-77.61209869
KOAK,37.721298,-122.221001
KOAR,36.68190002,-121.762001
KOBE,27.26280022,-80.84980011
KOBI,39.21920013,-74.7947998
KOCF,29.17259979,-82.22419739
KOCH,31.57799911,-94.70950317
KOCQ,44.87419891,-87.9095993
KOCW,35.57049942,-77.04979706
KODO,31.92060089,-102.387001
KODX,41.62419891,-98.95240021
KOEA,38.69139862,-87.55220032
KOEB,41.9333992,-85.05259705
KOEL,39.10990143,-100.8160019
KOEO,45.31000137,-92.69190216
KOFF,41.11830139,-95.91249847
KOFK,41.98550034,-97.43509674
KOFP,37.70899963,-77.43669891
KOGA,41.11949921,-101.7699966
KOGB,33.45679855,-80.85949707
KOGD,41.19589996,-112.012001
KOGM,46.84550095,-89.36710358
KOGS,44.68190002,-75.46549988
KOIC,42.5666008,-75.52410126
KOIL,41.4813,-79.7449
KOIN,39.83390045,-100.5390015
KOJA,35.5448,-98.668503
KOJC,38.84759903,-94.73760223
KOKB,33.21730042,-117.3539963
KOKC,35.39310074,-97.60070038
KOKH,48.25149918,-122.6740036
KOKK,40.52819824,-86.05899811
KOKM,35.66809845,-95.94869995
KOKS,41.401001,-102.355003
KOKV,39.14350128,-78.14440155
KOKZ,32.96670151,-82.83820343
KOLD,44.95280075,-68.67430115
KOLE,42.24119949,-78.37139893
KOLF,48.0945015,-105.5749969
KOLG,46.31480026,-91.81639862
KOLM,46.9693985,-122.9029999
KOLS,31.4177,-110.848
KOLU,41.44800186,-97.34259796
KOLV,34.97869873,-89.78690338
KOLY,38.72180176,-88.17639923
KOLZ,42.68080139,-91.97450256
KOMA,41.3032,-95.894096
KOMH,38.24720001,-78.04560089
KOMK,48.46440125,-119.5179977
KOMN,29.30060005,-81.11360168
KONA,44.07720184,-91.70829773
KONL,42.469898,-98.688103
KONM,34.02249908,-106.9029999
KONO,44.02050018,-117.0139999
KONP,44.580399,-124.057999
KONT,34.05599976,-117.6009979
KONX,36.398899,-76.016296
KONY,33.35089874,-98.81919861
KONZ,42.09909821,-83.16149902
KOOA,41.2262001,-92.49389648
KOPF,25.907,-80.278397
KOPL,30.558399,-92.099403
KOPN,32.95460129,-84.26319885
KOQN,39.990101,-75.581902
KOQU,41.5970993,-71.41210175
KOQW,42.05009842,-90.73880005
KORB,48.01589966,-92.85610199
KORC,42.99029922,-96.06279755
KORD,41.9786,-87.9048
KORE,42.57009888,-72.28859711
KORF,36.89459991,-76.20120239
KORG,30.06920052,-93.80090332
KORH,42.26729965,-71.8757019
KORK,34.83309937,-92.25409698
KORL,28.5455,-81.332901
KORS,48.70819855,-122.9100037
KOSA,33.09550095,-94.96150208
KOSC,44.451599,-83.394096
KOSH,43.9844017,-88.55699921
KOSU,40.0798,-83.072998
KOSX,33.09030151,-89.54199982
KOTG,43.65510178,-95.57920074
KOTH,43.417099,-124.2460022
KOTM,41.10660172,-92.44789886
KOUN,35.2456,-97.472099
KOVE,39.4878006,-121.6220016
KOVK,42.47439957,-79.34719849
KOVL,44.77859879,-95.03279877
KOVO,39.04560089,-85.6053009
KOVS,43.16019821,-90.67549896
KOWA,44.12340164,-93.26059723
KOWB,37.74010086,-87.16680145
KOWD,42.19049835,-71.17289734
KOWI,38.5387001,-95.25299835
KOWK,44.71549988,-69.86650085
KOWP,36.1753006,-96.15180206
KOWX,41.03559875,-83.98200226
KOXB,38.3103981,-75.12400055
KOXC,41.47859955,-73.1352005
KOXD,39.50230026,-84.78440094
KOXI,41.3302002,-86.66470337
KOXR,34.20080185,-119.2070007
KOXV,41.2989006,-93.11380005
KOY,57.16149902,-154.2299957
KOYM,41.41249847,-78.50260162
KOZA,30.73530006,-101.2030029
KOZR,31.27569962,-85.71340179
KOZW,42.62919998,-83.98210144
KP01,32.45009995,-112.8669968
KP03,31.37109947,-109.6900024
KP04,31.36400032,-109.8830032
KP08,32.93590164,-111.427002
KP10,35.79169846,-110.4229965
KP13,33.35309982,-110.6669998
KP14,34.94070053,-110.1380005
KP19,33.298829,-111.915795
KP20,34.1506,-114.271003
KP23,35.334999,-112.887001
KP29,31.6709,-110.023003
KP33,32.24539948,-109.8949966
KP52,34.72999954,-112.0350037
KPAE,47.90629959,-122.2819977
KPAH,37.06079865,-88.77380371
KPAM,30.06959915,-85.57540131
KPAN,34.25680161,-111.3389969
KPAO,37.46110153,-122.1149979
KPB,56.35189819,-133.6230011
KPBF,34.1731,-91.9356
KPBG,44.65090179,-73.4681015
KPBH,45.70899963,-90.40249634
KPBI,26.68320084,-80.09559631
KPBX,37.5617981,-82.56639862
KPCA,32.66278939,-111.4879704
KPCM,28.00020027,-82.16419983
KPCU,30.52249908,-89.70690155
KPCW,41.5163002,-82.86869812
KPCZ,44.33330154,-89.01979828
KPDC,43.01929855,-91.123703
KPDK,33.87559891,-84.30200195
KPDT,45.69509888,-118.8410034
KPDX,45.58869934,-122.5979996
KPEA,41.40010071,-92.94589996
KPEO,42.63710022,-77.05290222
KPEQ,31.38240051,-103.5110016
KPEX,45.37229919,-94.74659729
KPEZ,28.95420074,-98.51999664
KPFN,30.212099,-85.6828
KPGA,36.92610168,-111.447998
KPGD,26.92020035,-81.9905014
KPGR,36.06290054,-90.50779724
KPGV,35.6352005,-77.38529968
KPH,54.459113,-162.693872
KPHD,40.47090149,-81.41970062
KPHF,37.13190079,-76.49299622
KPHG,39.7358017,-99.31710052
KPHH,33.4516983,-79.52619934
KPHK,26.78499985,-80.69339752
KPHL,39.87189865,-75.2410965
KPHN,42.9109993,-82.52890015
KPHP,44.04859924,-101.598999
KPHT,36.33819962,-88.38289642
KPHX,33.43429947,-112.012001
KPIA,40.66419983,-89.69329834
KPIB,31.46710014,-89.33709717
KPIE,27.91020012,-82.68740082
KPIH,42.90980148,-112.5960007
KPIL,26.16620064,-97.34590149
KPIM,32.84069824,-84.88240051
KPIR,44.38270187,-100.2860031
KPIT,40.49150085,-80.23290253
KPJC,40.80160141,-80.16069794
KPJY,37.97790146,-89.36049652
KPKB,39.3451004,-81.43920135
KPKD,46.9006,-95.073095
KPKF,45.95500183,-90.42440033
KPKV,28.65399933,-96.6812973
KPLB,44.6875,-73.52449799
KPLD,40.45080185,-84.99009705
KPLK,36.62590027,-93.22889709
KPLN,45.57089996,-84.79669952
KPLR,33.55879974,-86.24909973
KPLU,47.103901,-122.287003
KPMB,48.94250107,-97.24079895
KPMD,34.62939835,-118.0849991
KPMH,38.84049988,-82.84729767
KPMP,26.24710083,-80.11109924
KPMU,34.36349869,-89.89260101
KPMV,40.95019913,-95.91790009
KPMZ,35.8083992,-76.75930023
KPNA,42.79550171,-109.8069992
KPNC,36.73199844,-97.09980011
KPNE,40.081902,-75.010597
KPNM,45.55989838,-93.60820007
KPNN,45.20069885,-67.56439972
KPNS,30.4734,-87.1866
KPNT,40.92440033,-88.62390137
KPOB,35.17089844,-79.01450348
KPOC,34.09159851,-117.7819977
KPOE,31.0447998,-93.1917038
KPOF,36.77389908,-90.32489777
KPOH,42.74280167,-94.64730072
KPOU,41.62659836,-73.88420105
KPOV,41.21020126,-81.25160217
KPOY,44.86719894,-108.7929993
KPPA,35.61299896,-100.9960022
KPPF,37.32989883,-95.5062027
KPPO,41.57249832,-86.73449707
KPPQ,39.63890076,-90.77839661
KPQI,46.688999,-68.0448
KPQL,30.46279907,-88.52919769
KPQN,43.98329926,-96.3003006
KPR,58.49010086,-152.5820007
KPRB,35.67290115,-120.6269989
KPRC,34.654499,-112.419998
KPRG,39.70019913,-87.66960144
KPRN,31.84569931,-86.61070251
KPRO,41.82799911,-94.15989685
KPRS,29.634212,-104.361493
KPRX,33.63660049,-95.45079803
KPRZ,34.14550018,-103.4100037
KPSB,40.88439941,-78.08730316
KPSC,46.26470184,-119.1190033
KPSF,42.4268,-73.2929
KPSK,37.13729858,-80.67849731
KPSM,43.07789993,-70.82330322
KPSN,31.77969933,-95.70629883
KPSO,37.28630066,-107.0559998
KPSP,33.82970047,-116.5070038
KPSX,28.72750092,-96.25099945
KPTB,37.18379974,-77.50740051
KPTD,44.67670059,-74.9484024
KPTG,36.746101,-83.037201
KPTK,42.66550064,-83.42009735
KPTN,29.70949936,-91.33899689
KPTS,37.44950104,-94.73110199
KPTT,37.70159912,-98.74690247
KPTV,36.02959824,-119.0630035
KPTW,40.239601,-75.556702
KPUB,38.28910065,-104.4970016
KPUC,39.61389923,-110.7509995
KPUJ,33.913306,-84.942083
KPUW,46.7439,-117.110001
KPVB,42.68939972,-90.44439697
KPVC,42.07189941,-70.2213974
KPVD,41.732601,-71.420403
KPVE,35.65639877,-88.19539642
KPVF,38.7242012,-120.7529984
KPVG,36.780201,-76.448799
KPVJ,34.71110153,-97.22319794
KPVU,40.21920013,-111.7229996
KPVW,34.16809845,-101.7170029
KPVZ,41.73360062,-81.21920013
KPWA,35.53419876,-97.64710236
KPWC,46.72480011,-94.38169861
KPWD,48.79029846,-104.5339966
KPWG,31.48489952,-97.3164978
KPWK,42.114222,-87.901494
KPWM,43.646198,-70.309303
KPWT,47.49020004,-122.7649994
KPXE,32.51060104,-83.76730347
KPY,57.93009949,-153.0410004
KPYG,34.74209976,-80.34519958
KPYM,41.909,-70.728798
KPYN,37.12670135,-90.71289825
KPYP,34.089977,-85.610069
KPYX,36.41289902,-100.7519989
KPZQ,45.40710068,-83.81289673
KQA,54.13377044,-165.7788956
KR47,41.10309982,-84.05190277
KR49,48.71820068,-118.6559982
KRAC,42.76060104,-87.81520081
KRAL,33.95190048,-117.4449997
KRAP,44.04529953,-103.0569992
KRAS,27.8118,-97.08879852
KRAW,38.34690094,-93.34539795
KRBD,32.68090057,-96.86820221
KRBE,42.56969833,-99.56839752
KRBG,43.23880005,-123.3560028
KRBL,40.15069962,-122.2519989
KRBM,34.85010147,-92.30020142
KRBO,27.7784996,-97.69049835
KRBW,32.92100143,-80.64060211
KRCA,44.14500046,-103.1039963
KRCK,30.63159943,-96.98970032
KRCM,38.78419876,-93.80290222
KRCP,39.346592,-99.304649
KRCR,41.06560135,-86.18170166
KRCT,43.90000153,-85.51670074
KRCX,45.49679947,-91.00050354
KRCZ,34.8913,-79.759598
KRDD,40.50899887,-122.2929993
KRDG,40.37850189,-75.96520233
KRDK,41.01050186,-95.25990295
KRDM,44.2541008,-121.1500015
KRDR,47.96110153,-97.40119934
KRDU,35.87760162,-78.78749847
KRED,45.18740082,-109.2669983
KREI,34.08530045,-117.1460037
KREO,42.57770157,-117.8850021
KRFD,42.19540024,-89.09719849
KRFG,28.2936,-97.322998
KRFI,32.14170074,-94.85169983
KRGK,44.589401,-92.485001
KRHI,45.63119888,-89.46749878
KRHP,35.195202,-83.862999
KRHV,37.332901,-121.8190002
KRIC,37.50519943,-77.31970215
KRID,39.75719833,-84.84279633
KRIE,45.47859955,-91.72219849
KRIF,38.7364006,-112.098999
KRIL,39.526299,-107.726997
KRIR,33.98970032,-117.4110031
KRIU,38.48680115,-121.1029968
KRIV,33.880699,-117.259003
KRIW,43.06420136,-108.4599991
KRJD,38.9701004,-75.86630249
KRK1,69.676796,-146.900227
KRKD,44.06010056,-69.09919739
KRKP,28.08679962,-97.04460144
KRKR,35.02159882,-94.62129974
KRKS,41.5942,-109.065001
KRKW,35.92229843,-84.68969727
KRLD,46.30559921,-119.3040009
KRME,43.23379898,-75.40699768
KRMG,34.3506012,-85.15799713
KRMN,38.39810181,-77.45549774
KRMY,42.25120163,-84.95549774
KRNC,35.69869995,-85.84380341
KRND,29.52969933,-98.27890015
KRNH,45.14830017,-92.5381012
KRNM,33.0392,-116.915001
KRNO,39.49909973,-119.7679977
KRNP,42.99300003,-84.13890076
KRNT,47.49309921,-122.2160034
KRNV,33.76110077,-90.75789642
KROA,37.3255,-79.975403
KROC,43.1189003,-77.67240143
KROG,36.37229919,-94.10690308
KROS,45.69800186,-92.95300293
KROW,33.301601,-104.530998
KROX,48.85599899,-95.6969986
KRPB,39.81790161,-97.6595993
KRPD,45.418999,-91.773499
KRPH,33.11019897,-98.55529785
KRPJ,41.89300156,-89.07830048
KRPX,46.475095,-108.541497
KRQB,43.72259903,-85.50409698
KRQE,35.65209961,-109.0670013
KRQO,35.47269821,-98.00579834
KRRL,45.19889832,-89.71289825
KRRQ,43.45220184,-96.17980194
KRRT,48.94139862,-95.3483963
KRSL,38.87210083,-98.8117981
KRSN,32.51440048,-92.59169769
KRSP,39.646089,-77.468768
KRST,43.90829849,-92.5
KRSV,39.01599884,-87.64980316
KRSW,26.53619957,-81.75520325
KRTN,36.74150085,-104.5019989
KRUE,35.25910187,-93.09329987
KRUG,48.39039993,-100.0240021
KRUQ,35.645901,-80.520302
KRUT,43.52939987,-72.94960022
KRVJ,32.05899811,-82.15170288
KRVL,40.67739868,-77.62680054
KRVN,36.45759964,-82.88500214
KRVS,36.03960037,-95.98459625
KRWF,44.54719925,-95.08229828
KRWI,35.85630035,-77.89189911
KRWL,41.80559921,-107.1999969
KRWN,41.09230042,-86.61289978
KRWV,30.51549911,-96.70410156
KRXE,43.8339,-111.805002
KRYM,46.09120178,-94.36049652
KRYN,32.14220047,-111.1750031
KRYV,43.16960144,-88.72319794
KRYW,30.49860001,-97.96949768
KRYY,34.01319885,-84.59860229
KRZL,40.94789886,-87.18260193
KRZN,45.8227005,-92.37249756
KRZR,35.2114972,-84.7997694
KRZT,39.44039917,-83.02310181
KRZZ,36.4394989,-77.70929718
KS01,48.16859818,-111.9759979
KS03,42.19029999,-122.6610031
KS05,43.08649826,-124.4079971
KS10,47.86600113,-119.9430008
KS12,44.63779831,-123.0589981
KS17,33.64569855,-81.86710358
KS19,33.90810013,-82.26689911
KS20,45.83209991,-120.8450012
KS21,43.87630081,-121.4530029
KS23,48.70809937,-117.413002
KS24,41.29570007,-83.03720093
KS25,47.79570007,-103.2539978
KS27,48.17860031,-114.3040009
KS32,47.42279816,-98.10590363
KS33,44.67020035,-121.1549988
KS34,47.47240067,-114.9000015
KS36,47.337102,-122.103996
KS39,44.28699875,-120.9039993
KS40,46.21340179,-119.7910004
KS42,36.32699966,-104.6200027
KS45,44.87689972,-124.0289993
KS48,45.35440063,-122.2679977
KS50,47.327702,-122.226997
KS52,48.42490005,-120.1460037
KS59,48.28379822,-115.4899979
KS64,47.147202,-110.230003
KS67,43.58129883,-116.5230026
KS69,46.95439911,-112.6500015
KS70,46.79489899,-119.0790024
KS71,48.59209824,-109.2509995
KS72,47.32770157,-116.5770035
KS73,46.21929932,-116.0130005
KS75,44.09159851,-116.901001
KS78,43.84989929,-116.5429993
KS80,45.9426,-116.123001
KS83,47.54769897,-116.1880035
KS84,46.03879929,-116.3320007
KS85,48.15330124,-104.5039978
KS87,44.20679855,-116.961998
KS94,46.8586998,-117.4140015
KS95,46.0469017,-118.4169998
KS97,48.10490036,-119.7210007
KS98,46.218601,-119.209999
KSAA,41.444901,-106.823997
KSAC,38.51250076,-121.4929962
KSAD,32.85480118,-109.6350021
KSAF,35.61709976,-106.0889969
KSAN,32.73360062,-117.1900024
KSAR,38.14889908,-89.69869995
KSAT,29.533701,-98.469803
KSAV,32.12760162,-81.20210266
KSAW,46.35359955,-87.395401
KSAZ,46.38090134,-94.80660248
KSBA,34.42620087,-119.8399963
KSBD,34.09540176,-117.2350006
KSBM,43.76959991,-87.85140228
KSBN,41.70869827,-86.31729889
KSBO,32.60910034,-82.36990356
KSBP,35.23680115,-120.6419983
KSBS,40.5163002,-106.8659973
KSBU,43.59529877,-94.09279633
KSBX,48.54069901,-111.8710022
KSBY,38.34049988,-75.51029968
KSCB,41.61029816,-96.62989807
KSCD,33.17179871,-86.30549622
KSCH,42.85250092,-73.92890167
KSCK,37.89419937,-121.237999
KSCX,36.45560074,-84.58570099
KSDA,40.75159836,-95.41369629
KSDC,43.234699,-77.121
KSDF,38.1744,-85.736
KSDL,33.6228981,-111.9110031
KSDM,32.57229996,-116.9800034
KSDY,47.706902,-104.193001
KSEA,47.449001,-122.308998
