airport,lat,lon
KF43,33.19120026,-92.66320038
KF44,32.16379929,-95.82839966
KF45,26.84440041,-80.22129822
KF46,32.93059921,-96.4355011
KF47,29.64599991,-84.91660309
KF48,33.77399826,-97.73809814
KF49,33.48479843,-101.6610031
KF51,32.93880081,-95.27890015
KF53,33.2154007,-95.23739624
KF56,32.90909958,-99.73600006
KF62,40.54710007,-123.1819992
KF68,35.05220032,-98.26429749
KF69,33.02349854,-96.8368988
KF70,33.57419968,-117.1279984
KF72,38.30490112,-121.4300003
KF75,33.43809891,-99.81289673
KF82,33.48559952,-101.8130035
KF83,33.84590149,-101.7630005
KF84,35.289101,-95.093903
KF85,33.72930145,-102.7340012
KF86,32.12216,-92.05452
KF87,32.72499847,-92.33719635
KF88,32.20199966,-92.73290253
KF89,32.15299988,-91.69850159
KF97,32.95460129,-102.5410004
KF98,33.21730042,-102.8300018
KF99,35.08589935,-96.41670227
KFAF,37.13249969,-76.6088028
KFAM,37.76110077,-90.4285965
KFAR,46.92070007,-96.81580353
KFAT,36.776199,-119.718002
KFAY,34.99119949,-78.88030243
KFBG,35.13180161,-78.93669891
KFBL,44.32844,-93.312534
KFBR,41.39189911,-110.4069977
KFBY,40.18299866,-97.16929626
KFCH,36.732399,-119.82
KFCI,37.40650177,-77.52500153
KFCM,44.82720184,-93.45709991
KFCS,38.67839813,-104.7570038
KFCT,46.669421,-120.455984
KFCY,34.94200134,-90.77500153
KFDK,39.41759872,-77.3742981
KFDR,34.35200119,-98.98390198
KFDW,34.31549835,-81.1088028
KFDY,41.01350021,-83.66870117
KFEP,42.24620056,-89.58200073
KFES,38.19490051,-90.38539886
KFET,41.44910049,-96.52020264
KFFA,36.01819992,-75.6713028
KFFC,33.3572998,-84.57180023
KFFL,41.05329895,-91.97889709
KFFM,46.28440094,-96.15670013
KFFO,39.8260994,-84.0483017
KFFT,38.18249893,-84.90470123
KFFX,43.43930054,-85.99490356
KFFZ,33.46080017,-111.7279968
KFGX,38.54180145,-83.74340057
KFHR,48.52199936,-123.0240021
KFHU,31.58849907,-110.3440018
KFIG,41.04859924,-78.4131012
KFIT,42.55410004,-71.75900269
KFKA,43.67679977,-92.17970276
KFKL,41.37789917,-79.86039734
KFKN,36.698101,-76.903801
KFKR,40.27339935,-86.56220245
KFKS,44.62519836,-86.20079803
KFLD,43.77119827,-88.48840332
KFLG,35.13850021,-111.6709976
KFLL,26.072599,-80.152702
KFLO,34.1853981,-79.72389984
KFLP,36.29090118,-92.59030151
KFLR,41.75500107,-71.10970306
KFLU,40.77870178,-73.83260345
KFLV,39.36830139,-94.91470337
KFLX,39.49909973,-118.7490005
KFME,39.08539963,-76.75939941
KFMH,41.65840149,-70.52140045
KFMM,40.33359909,-103.8040009
KFMN,36.74119949,-108.2300034
KFMY,26.58659935,-81.86329651
KFMZ,40.58610153,-97.57309723
KFNB,40.0788002,-95.59200287
KFNL,40.451804,-105.011
KFNT,42.9654007,-83.74359894
KFOA,38.66490173,-88.45300293
KFOD,42.55149841,-94.19259644
KFOE,38.95090103,-95.66359711
KFOK,40.84370041,-72.63179779
KFOM,38.95830154,-112.362999
KFOT,40.55390167,-124.1330032
KFOZ,47.78279877,-93.65019989
KFPK,42.57450104,-84.81140137
KFPR,27.49510002,-80.36830139
KFQD,35.4282,-81.935097
KFRG,40.72880173,-73.41339874
KFRH,38.50619888,-86.63690186
KFRI,39.05530167,-96.76450348
KFRM,43.64390183,-94.41560364
KFRR,38.91749954,-78.25350189
KFSD,43.58200073,-96.74189758
KFSE,47.5928,-95.773499
KFSI,34.64979935,-98.40219879
KFSK,37.79840088,-94.76940155
KFSM,35.33660126,-94.36740112
KFSO,44.94029999,-73.09750366
KFST,30.91570091,-102.9160004
KFSU,34.48339844,-104.2170029
KFSW,40.659302,-91.326797
KFTG,39.784194,-104.537639
KFTK,37.90710068,-85.9720993
KFTT,38.83810043,-92.00260162
KFTW,32.819801,-97.362396
KFTY,33.77909851,-84.52140045
KFUL,33.87200165,-117.9800034
KFVE,47.28549957,-68.31279755
KFVX,37.35749817,-78.43779755
KFWA,40.97850037,-85.19509888
KFWC,38.37860107,-88.41269684
KFWN,41.20019913,-74.6230011
KFWQ,40.20970154,-79.83139801
KFWS,32.56520081,-97.30809784
KFXE,26.19729996,-80.17070007
KFXY,43.23469925,-93.62409973
KFYE,35.20769882,-89.39450073
KFYJ,37.52119827,-76.76470184
KFYM,35.05970001,-86.56400299
KFYV,36.00510025,-94.17009735
KFZG,31.68370056,-83.27050018
KFZI,41.19079971,-83.39450073
KFZY,43.35079956,-76.38809967
KGAD,33.972599,-86.088996
KGAF,48.40470123,-97.37090302
KGAG,36.29550171,-99.77639771
KGAI,39.16830063,-77.16600037
KGAO,29.44479942,-90.26110077
KGAS,38.83409882,-82.16339874
KGBD,38.34429932,-98.85919952
KGBG,40.93799973,-90.43109894
KGBN,32.887501,-112.720001
KGBR,42.18420029,-73.40319824
KGCC,44.34889984,-105.5390015
KGCD,44.40420151,-118.9629974
KGCK,37.92750168,-100.723999
KGCM,36.29270172,-95.479599
KGCN,35.95240021,-112.1470032
KGCT,41.68780136,-94.43520355
KGCY,36.19300079,-82.81510162
KGDB,44.75329971,-95.55599976
KGDJ,32.44440079,-97.81690216
KGDM,42.54999924,-72.01609802
KGDV,47.13869858,-104.8069992
KGDW,43.97060013,-84.47499847
KGED,38.68920135,-75.35890198
KGEG,47.61989975,-117.5339966
KGEO,38.88190079,-83.88269806
KGEU,33.52690125,-112.2949982
KGEV,36.4324,-81.419702
KGEY,44.51679993,-108.0830002
KGEZ,39.583199,-85.804802
KGFA,47.50469971,-111.1869965
KGFK,47.949299,-97.176102
KGFL,43.34120178,-73.61029816
KGFZ,41.32699966,-94.4457016
KGGE,33.31169891,-79.31960297
KGGF,40.86949921,-101.7330017
KGGG,32.38399887,-94.71150208
KGGI,41.70920181,-92.73490143
KGGP,40.71120071,-86.37490082
KGGW,48.212502,-106.614998
KGHG,42.09830093,-70.67220306
KGHM,35.83739853,-87.44539642
KGHW,45.64390182,-95.32039642
KGIF,28.062901,-81.753304
KGJT,39.12239838,-108.5270004
KGKJ,41.62649918,-80.21469879
KGKT,35.85779953,-83.52870178
KGKY,32.66389847,-97.09429932
KGLD,39.37060165,-101.6989975
KGLE,33.65140152,-97.1969986
KGLH,33.48289871,-90.98560333
KGLR,45.01350021,-84.70359802
KGLS,29.26530075,-94.86039734
KGLW,37.03179932,-85.9536972
KGLY,38.35660172,-93.68419647
KGMJ,36.60680008,-94.73860168
KGMU,34.84790039,-82.34999847
KGNB,40.08969879,-105.9169998
KGNC,32.6753006,-102.6529999
KGNF,33.83250046,-89.79820251
KGNG,42.91719818,-114.7649994
KGNT,35.16730118,-107.9020004
KGNV,29.69009972,-82.27179718
KGOK,35.84980011,-97.41560364
KGON,41.33010101,-72.04509735
KGOO,39.223998,-121.002997
KGOP,31.421301,-97.796996
KGOV,44.68030167,-84.72889709
KGPH,39.33250046,-94.30960083
KGPI,48.3105011,-114.2559967
KGPM,32.69879913,-97.04689789
KGPT,30.40730095,-89.07009888
KGPZ,47.21110153,-93.50980377
KGQQ,40.7533989,-82.72380066
KGRB,44.48509979,-88.12960052
KGRD,34.24869919,-82.15910339
KGRE,38.83620071,-89.37840271
KGRF,47.07920074,-122.5810013
KGRI,40.96749878,-98.30960083
KGRK,31.06719971,-97.8289032
KGRM,47.827,-90.38
KGRN,42.80599976,-102.1750031
KGRR,42.88079834,-85.52279663
KGSB,35.33940125,-77.96060181
KGSH,41.52640152,-85.79290009
KGSO,36.09780121,-79.93730164
KGSP,34.89569855,-82.21890259
KGSW,32.83081045,-97.04918861
KGTB,44.05559921,-75.71949768
KGTE,40.9263,-100.148003
KGTF,47.48199844,-111.3710022
KGTG,45.79809952,-92.66439819
KGTR,33.45029831,-88.59140015
KGTU,30.67880058,-97.67939758
KGUC,38.53390121,-106.9329987
KGUP,35.51110077,-108.7890015
KGUS,40.64810181,-86.15209961
KGUY,36.68510056,-101.5080032
KGVL,34.27259827,-83.8302002
KGVQ,43.03170013,-78.16760254
KGVT,33.06779861,-96.06529999
KGVW,38.84420013,-94.55999756
KGWB,41.30720139,-85.06439972
KGWN,31.87416667,-81.59666667
KGWO,33.49430084,-90.08470154
KGWR,46.21870041,-97.64320374
KGWS,39.50830078,-107.310997
KGWW,35.46060181,-77.96489716
KGX,62.895187,-160.066289
KGXY,40.43740082,-104.6330032
KGYB,30.1693,-96.980003
KGYH,34.758301,-82.376404
KGYI,33.71409988,-96.67369843
KGYL,44.75600052,-94.08119965
KGYR,33.42250061,-112.3759995
KGYY,41.61629868,-87.41280365
KGZ,61.45510101,-142.3809967
KGZH,31.4158,-87.043999
KGZN,32.367348,-99.023642
KGZS,35.15370178,-87.05680084
KH04,36.63299942,-95.15139771
KH05,34.91999817,-95.39399719
KH17,37.65420151,-93.08769989
KH19,39.36989975,-91.21929932
KH21,37.974024,-92.691254
KH34,36.07820129,-93.75479889
KH35,35.47069931,-93.42720032
KH37,40.13880157,-120.1790009
KH58,37.18470001,-92.73760223
KH68,35.96260071,-95.34190369
KH70,36.34560013,-102.0490036
KH71,36.22539902,-95.33010101
KH76,36.67169952,-96.4056015
KH79,38.36059952,-92.57160187
KH88,37.605801,-90.2873
KH92,36.44269943,-96.3871994
KH96,38.00669861,-88.93440247
KHAB,34.11759949,-87.99819946
KHAE,39.72449875,-91.4437027
KHAF,37.51340103,-122.5009995
KHAI,41.95980072,-85.59339905
KHAO,39.36380005,-84.52200317
KHAX,35.7458992,-95.41280365
KHBC,48.76839828,-101.5370026
KHBG,31.26479912,-89.25279999
KHBI,35.65449905,-79.8946991
KHBR,34.991317,-99.051313
KHBV,27.34959984,-98.73699951
KHBW,43.656601,-90.3282
KHBZ,35.5117,-92.013
KHCD,44.85990143,-94.38249969
KHCO,48.75270081,-96.94300079
KHDC,30.52160072,-90.41840363
KHDE,40.452099,-99.336502
KHDI,35.2201,-84.832397
KHDN,40.48120117,-107.2180023
KHDO,29.35950089,-99.17669678
KHEE,34.576571,-90.67616
KHEF,38.72140121,-77.51540375
KHEG,30.27779961,-81.80590057
KHEI,46.01490021,-102.6559982
KHEQ,40.56940079,-102.2730026
KHEZ,31.613738,-91.297313
KHFD,41.73669815,-72.6493988
KHFF,35.036288,-79.497755
KHFJ,36.90620041,-94.01280212
KHFY,39.628399,-86.087898
KHGR,39.707901,-77.72949982
KHHF,35.89530182,-100.4039993
KHHG,40.85290146,-85.45709991
KHHR,33.922798,-118.334999
KHHW,34.03480148,-95.54190063
KHIB,47.38660049,-92.83899689
KHIE,44.367637,-71.544502
KHIF,41.12403,-111.973086
KHIG,39.07289886,-93.67749786
KHII,34.571098,-114.358002
KHIO,45.540401,-122.949997
KHJH,40.15219879,-97.58699799
KHJO,36.31669998,-119.6279984
KHKA,35.94039917,-89.83080292
KHKS,32.33449936,-90.22219849
KHKY,35.74110031,-81.38950348
KHLB,39.3445015,-85.25830078
KHLC,39.37879944,-99.83149719
KHLG,40.17499924,-80.64630127
KHLM,42.79589844,-86.16200256
KHLN,46.60680008,-111.9830017
KHLR,31.13870049,-97.71450043
KHLX,36.76610184,-80.82360077
KHMJ,40.02640152,-87.95249939
KHMN,32.85250092,-106.1070023
KHMT,33.73400116,-117.0230026
KHMY,35.02640152,-97.2315979
KHMZ,40.08530045,-78.5121994
KHNB,38.24900055,-86.9536972
KHND,35.97280121,-115.1340027
KHNR,41.58440018,-95.33959961
KHNZ,36.36159897,-78.52919769
KHOB,32.6875,-103.2170029
KHOC,39.18880081,-83.5388031
KHOE,31.05590057,-82.77410126
KHON,44.3852005,-98.22850037
KHOP,36.66859818,-87.49620056
KHOT,34.47800064,-93.09619904
KHOU,29.64539909,-95.27890015
KHPN,41.06700134,-73.70760345
KHPT,42.72370148,-93.2263031
KHPY,29.78610039,-94.95269775
KHQG,37.1631012,-101.3710022
KHQM,46.97119904,-123.9369965
KHQU,33.52970123,-82.51650238
KHQZ,32.74700165,-96.53040314
KHRI,45.828223,-119.259024
KHRJ,35.379398,-78.733002
KHRL,26.22850037,-97.65440369
KHRO,36.26150131,-93.15470123
KHRT,30.42779922,-86.68930054
KHRU,38.69469833,-96.80799866
KHRX,34.85779953,-102.3259964
KHSA,30.36779976,-89.45459747
KHSB,37.81129837,-88.5503006
KHSD,35.60179901,-97.70619965
KHSE,35.23279953,-75.61779785
KHSG,43.713602,-108.389687
KHSI,40.6053009,-98.42790222
KHSP,37.95140076,-79.83390045
KHSR,43.36819839,-103.3880005
KHST,25.48859978,-80.38359833
KHSV,34.6371994,-86.77510071
KHTH,38.544399,-118.634002
KHTL,44.359798,-84.671095
KHTO,40.95959854,-72.25180054
KHTS,38.36669922,-82.55799866
KHTW,38.4193,-82.494301
KHUA,34.67869949,-86.68479919
KHUF,39.4515,-87.307602
KHUL,46.12310028,-67.792099
KHUM,29.56649971,-90.66040039
KHUT,38.06549835,-97.86060333
KHVC,36.85699844,-87.45510101
KHVE,38.41799927,-110.7040024
KHVN,41.26369858,-72.88680267
KHVR,48.54299927,-109.762001
KHVS,34.40309906,-80.11920166
KHWC,41.47389984,-84.55670166
KHWD,37.65919876,-122.1220016
KHWO,26.0012,-80.2407
KHWQ,46.44860077,-109.8529968
KHWV,40.82189941,-72.86940002
KHWY,38.5862999,-77.71060181
KHXD,32.22439957,-80.69750214
KHXF,43.34930038,-88.39109802
KHYA,41.66930008,-70.28040314
KHYI,29.8927,-97.862999
KHYR,46.02519989,-91.44429779
KHYS,38.84220123,-99.27320099
KHYW,33.82849884,-79.12220001
KHYX,43.4333992,-83.86229706
KHZD,36.08929825,-88.46330261
KHZE,47.28990173,-101.5810013
KHZL,40.98680115,-75.99490356
KHZR,30.71829987,-91.47869873
KHZX,46.61880112,-93.30979919
KHZY,41.77799988,-80.69550323
KI06,34.56679916,-101.7809982
KI10,39.80099869,-81.53630066
KI12,40.241402,-84.150902
KI16,37.60039902,-81.55930328
KI17,40.16469955,-84.30840302
KI18,38.92979813,-81.81950378
KI22,40.16889954,-84.92569733
KI23,39.57040024,-83.42050171
KI34,39.32690048,-85.52249908
KI35,36.85929871,-83.35849762
KI39,37.63079834,-84.33229828
KI40,40.30920029,-81.85340118
KI43,38.98139954,-82.57790375
KI50,37.85010147,-83.84580231
KI53,37.308691,-85.059304
KI54,40.0201,-83.828499
KI58,34.93439865,-104.6429977
KI63,39.98749924,-90.80419922
KI64,41.29309845,-82.37069702
KI66,39.50329971,-83.8628006
KI67,39.25889969,-84.77429962
KI68,39.46220016,-84.25180054
KI69,39.07839966,-84.21019745
KI71,39.65420151,-81.80319977
KI73,39.68259811,-84.24299622
KI74,40.13259888,-83.75340271
KI75,41.05220032,-93.68969727
KI76,40.78630066,-86.14640045
KI86,39.6916008,-82.19779968
KI93,37.78509903,-86.44190216
KI95,40.6106987,-83.64360046
KIAB,37.62189865,-97.26820374
KIAD,38.94449997,-77.45580292
KIAG,43.1072998,-78.94619751
KIAH,29.9843998,-95.34140015
KIB,55.89749908,-159.4889984
KIBM,41.18809891,-103.677002
KICL,40.72180176,-95.02639771
KICR,43.39020157,-99.84210205
KICT,37.649899,-97.433098
KIDA,43.514599,-112.070999
KIDG,42.33259964,-95.44490051
KIDI,40.63219833,-79.10549927
KIDL,33.485699,-90.678902
KIDP,37.15840149,-95.77839661
KIEN,43.02249908,-102.5110016
KIER,31.73570061,-93.09909821
KIFA,42.47079849,-93.26999664
KIFP,35.15739822,-114.5599976
KIGM,35.2594986,-113.9380035
KIGQ,41.53490067,-87.52950287
KIGX,35.935001,-79.065902
KIIB,42.45360184,-91.94760132
KIIY,33.77939987,-82.81580353
KIJD,41.74399948,-72.18029785
KIJX,39.77460098,-90.23829651
KIKG,27.55089951,-98.03089905
KIKK,41.07139969,-87.84629822
KIKV,41.69139862,-93.56639862
KILE,31.08580017,-97.68650055
KILG,39.67869949,-75.60649872
KILL,45.11569977,-95.08879852
KILM,34.27059937,-77.90260315
KILN,39.42789841,-83.792099
KIML,40.50930023,-101.6210022
KIMM,26.43320084,-81.40100098
KIMS,38.75889969,-85.46549988
KIMT,45.81840134,-88.11450195
KIND,39.7173,-86.294403
KINJ,32.08349991,-97.09719849
KINK,31.77960014,-103.2009964
KINL,48.56620026,-93.40309906
KINS,36.58720016,-115.6729965
KINT,36.13370132,-80.22200012
KINW,35.02190018,-110.7229996
KIOB,38.05810165,-83.979599
KIOW,41.6391983,-91.54650116
KIPJ,35.483299,-81.161301
KIPL,32.83420181,-115.5790024
KIPT,41.2417984,-76.9210968
KIRK,40.09349823,-92.54489899
KIRS,41.81330109,-85.43900299
KISB,43.36949921,-95.75980377
KISM,28.28980064,-81.43710327
KISN,48.17789841,-103.6419983
KISO,35.33140183,-77.6088028
KISP,40.79520035,-73.10019684
KISQ,45.97460175,-86.17179871
KISW,44.36029816,-89.83899689
KISZ,39.24670029,-84.38899994
KITH,42.49100113,-76.45839691
KITR,39.24250031,-102.2850037
KIWA,33.30780029,-111.6549988
KIWD,46.52750015,-90.13140106
KIWH,40.76200104,-85.79879761
KIWI,43.96139908,-69.71260071
KIWS,29.81819916,-95.67259979
KIXA,36.32979965,-77.63523102
KIXD,38.83089828,-94.89029694
KIYK,35.65879822,-117.8300018
KIZA,34.60680008,-120.0759964
KIZG,43.99110031,-70.94789886
KJAC,43.6072998,-110.737999
KJAN,32.31119919,-90.07589722
KJAS,30.88570023,-94.03489685
KJAU,36.334599,-84.1623
KJAX,30.49410057,-81.68789673
KJBR,35.83169937,-90.64640045
KJCT,30.51129913,-99.7634964
KJDD,32.742199,-95.496498
KJDN,47.3288002,-106.9530029
KJEF,38.59120178,-92.15609741
KJER,42.72669983,-114.4570007
KJES,31.55400085,-81.88249969
KJFK,40.639801,-73.7789
KJFX,33.90200043,-87.31420135
KJFZ,37.06370163,-81.7983017
KJGG,37.23920059,-76.7161026
KJHW,42.15340042,-79.25800323
KJKA,30.29050064,-87.67179871
KJKJ,46.83929825,-96.66369629
KJKL,37.59389877,-83.31729889
KJLN,37.15179825,-94.49829865
KJMR,45.886101,-93.271796
KJMS,46.92969894,-98.67819977
KJNX,35.54090118,-78.39029694
KJOT,41.51779938,-88.17549896
KJQF,35.387798,-80.709099
KJSD,41.2492981,-73.09680176
KJSO,31.86930084,-95.2173996
KJST,40.31610107,-78.83390045
KJSV,35.4382019,-94.80280304
KJVL,42.62030029,-89.04160309
KJVY,38.36539841,-85.73819733
KJWG,35.86470032,-98.42079926
KJWN,36.18239975,-86.88670349
KJWY,32.45610046,-96.91239929
KJXI,32.69900131,-94.94889832
KJXN,42.25979996,-84.45939636
KJYG,43.98630142,-94.55789948
KJYL,32.64530182,-81.5970993
KJYM,41.92129898,-84.58580017
KJYO,39.077999,-77.557503
KJYR,40.89680099,-97.62280273
KJZI,32.70090103,-80.00289917
KJZP,34.45339966,-84.45739746
KK02,37.868698,-89.862099
KK06,39.97340012,-90.40370178
KK09,43.45339966,-74.51760101
KK15,38.11050034,-92.68049622
KK16,43.25839996,-75.60379791
KK19,40.2621994,-94.33899689
KK20,37.38779831,-83.26210022
KK22,37.75099945,-82.63670349
KK24,37.00970078,-85.10269928
KK32,37.74810028,-97.40670013
KK33,37.61520004,-91.60440063
KK36,42.00439835,-96.10359955
KK38,39.73350143,-97.04769897
KK39,38.37590027,-90.97070313
KK44,36.7989006,-100.5299988
KK49,36.5056,-101.814003
KK51,37.26250076,-98.54620361
KK52,39.634399,-91.726997
KK57,40.44580078,-95.3628006
KK58,37.16669846,-99.77510071
KK59,39.57049942,-95.18029785
KK61,39.47119904,-98.12879944
KK62,38.70420074,-84.39160156
KK74,46.6487999,-96.99859619
KK75,39.42919922,-98.67949677
KK77,36.75849915,-99.10199738
KK78,38.90409851,-97.23590088
KK79,37.98450089,-99.89430237
KK81,38.54059982,-94.92050171
KK82,39.76110077,-98.79340363
KK83,39.90420151,-95.77940369
KK88,37.87009811,-95.38639832
KK89,39.72869873,-92.46450043
KK94,38.5483017,-99.28869629
KKB,58.1908989,-152.3699951
KKI,60.90790176,-161.4349976
KKIC,36.22800064,-121.1220016
KKL,57.36700058,-154.0279999
KKLS,46.11800003,-122.8980026
KKNB,37.01110077,-112.5309982
KKU,58.81119919,-158.5590057
KL00,34.87080002,-118.2089996
KL04,32.84030151,-115.2669983
KL05,35.72829819,-118.4199982
KL06,36.463799,-116.880997
KL08,33.25899887,-116.3209991
KL09,36.60409927,-117.1589966
KL17,35.14110184,-119.4410019
KL19,35.61970139,-119.3539963
KL22,34.12779999,-116.4079971
KL23,37.102699,-116.313003
KL26,34.37720108,-117.3160019
KL31,30.445101,-89.988899
KL32,31.62529945,-91.82920074
KL33,31.97742,-91.240471
KL35,34.26380157,-116.8560028
KL38,30.172701,-90.940598
KL39,31.16860008,-93.34249878
KL41,36.8125,-111.6470032
KL45,35.32479858,-118.9960022
KL47,31.89539909,-92.21790314
KL62,35.35269928,-119.4789963
KL64,33.7486,-115.322998
KL65,33.76089859,-117.2180023
KL66,31.47750092,-92.46109772
KL67,34.12929916,-117.4020004
KL70,34.50419998,-118.3130035
KL71,35.15119934,-118.0169983
KL72,35.8125,-117.3270035
KL73,35.59659958,-119.1279984
KL77,33.66529846,-115.7109985
KL83,29.74780083,-90.832901
KL84,35.6236,-119.685997
KL88,34.9375,-119.6880035
KL94,35.10110092,-118.4229965
KLAA,38.064852,-102.683201
KLAF,40.41230011,-86.93689728
KLAL,27.988899,-82.018602
KLAM,35.87979889,-106.2689972
KLAN,42.77870178,-84.58740234
KLAR,41.31209946,-105.6750031
KLAS,36.08010101,-115.1520004
KLAW,34.56769943,-98.41660309
KLAX,33.942501,-118.407997
KLBB,33.663601,-101.822998
KLBE,40.27590179,-79.40480042
KLBF,41.12620163,-100.6839981
KLBL,37.0442009,-100.9599991
KLBO,37.64830017,-92.65239716
KLBR,33.59320068,-95.06359863
KLBT,34.60990143,-79.05940247
KLBX,29.10860062,-95.46209717
KLCG,42.2419014,-96.98139954
KLCH,30.12610054,-93.22329712
KLCI,43.5727005,-71.41889954
KLCK,39.813801,-82.927803
KLCQ,30.18199921,-82.57689667
KLDJ,40.61740112,-74.24459839
KLDM,43.96250153,-86.40789795
KLEB,43.62609863,-72.30419922
KLEE,28.82309914,-81.80870056
KLEM,45.91870117,-102.1060028
KLEW,44.04850006,-70.28350067
KLEX,38.03649902,-84.60590363
KLFI,37.082901,-76.36049652
KLFK,31.23399925,-94.75
KLFT,30.20529938,-91.98760223
KLGA,40.77719879,-73.87259674
KLGB,33.81769943,-118.1520004
KLGC,33.0089,-85.072601
KLGD,45.29019928,-118.0070038
KLGF,32.86000061,-114.3970032
KLGU,41.79119873,-111.8519974
KLHB,30.87179947,-96.62220001
KLHC,35.28310013,-89.67250061
KLHM,38.90919876,-121.3509979
KLHQ,39.75559998,-82.65709686
KLHV,41.13560104,-77.42230225
KLHW,31.889099,-81.562303
KLHX,38.04970169,-103.5090027
KLHZ,36.0233,-78.330299
KLIC,39.27479935,-103.6660004
KLIT,34.72940063,-92.22429657
KLIU,33.923901,-102.387001
KLJF,45.0970993,-94.50730133
KLKP,44.26449966,-73.9618988
KLKR,34.72290039,-80.854599
KLKU,38.00979996,-77.9701004
KLKV,42.16109848,-120.3990021
KLLJ,44.522999,-114.218002
KLLN,33.55250168,-102.3720016
KLLQ,33.6385994,-91.75099945
KLLR,39.26200104,-123.7539978
KLLU,37.48949814,-94.31150055
KLMO,40.1637001,-105.163002
KLMS,33.14619827,-89.0625
KLMT,42.156101,-121.733002
KLNA,26.59300041,-80.08509827
KLNC,32.57920074,-96.71900177
KLND,42.81520081,-108.7300034
KLNK,40.85100174,-96.75920105
KLNL,46.15399933,-89.21209717
KLNN,41.683998,-81.389702
KLNP,36.98749924,-82.52999878
KLNR,43.21170044,-90.18160248
KLNS,40.12170029,-76.2960968
KLOL,40.06639862,-118.5650024
KLOM,40.13750076,-75.26509857
KLOT,41.6072998,-88.09619904
KLOU,38.22800064,-85.66369629
KLOZ,37.0821991,-84.0848999
KLPC,34.66559982,-120.4680023
KLPR,41.34429932,-82.17759705
KLQK,34.81000137,-82.70290375
KLQR,38.20859909,-99.08599854
KLRD,27.54380035,-99.46160126
KLRF,34.91690063,-92.14969635
KLRG,45.36220169,-68.53469849
KLRJ,42.77799988,-96.1937027
KLRO,32.89780045,-79.78289795
KLRU,32.28939819,-106.9219971
KLRY,38.61100006,-94.34210205
KLSB,32.33349991,-108.6920013
KLSE,43.879002,-91.256699
KLSF,32.33729935,-84.99130249
KLSK,42.75379944,-104.4049988
KLSN,37.06290054,-120.8690033
KLSV,36.23619843,-115.0339966
KLTS,34.667099,-99.26670074
KLTY,48.510702,-110.990997
KLUD,33.254601,-97.580597
KLUF,33.53499985,-112.3830032
KLUG,35.50699997,-86.80390167
KLUK,39.10329819,-84.41860199
KLUL,31.67259979,-89.17220306
KLUM,44.89229965,-91.86789703
KLUX,34.50709915,-81.94719696
KLVJ,29.52129936,-95.24210358
KLVK,37.69340134,-121.8199997
KLVL,36.7728,-77.794296
KLVM,45.69940186,-110.447998
KLVN,44.62789917,-93.22810364
KLVS,35.65420151,-105.1419983
KLWA,42.3512001,-86.25569916
KLWB,37.85829926,-80.39949799
KLWC,39.01119995,-95.21659851
KLWL,41.11709976,-114.9219971
KLWM,42.71720123,-71.12339783
KLWS,46.37450027,-117.0149994
KLWT,47.04930115,-109.4670029
KLWV,38.7643013,-87.60549927
KLXL,45.9496994,-94.34739685
KLXN,40.79100037,-99.77729797
KLXT,38.95970154,-94.37139893
KLXV,39.22029877,-106.3170013
KLXY,31.63979912,-96.51470184
KLYH,37.3266983,-79.20040131
KLYO,38.34280014,-98.22689819
KLYV,43.62120056,-96.21579742
KLZD,41.81969833,-71.90100098
KLZU,33.97809982,-83.96240234
KLZZ,31.10619926,-98.19589996
KM01,35.20069885,-90.05400085
KM02,36.12799835,-87.42980194
KM04,35.58340073,-89.58719635
KM05,36.16910172,-89.67649841
KM08,35.21450043,-89.04340363
KM11,31.9029007,-90.36869812
KM12,36.09590149,-89.86340332
KM13,30.7859993,-89.50450134
KM15,35.595798,-87.876701
KM16,32.30329895,-90.40850067
KM17,37.59609985,-93.34770203
KM18,33.7201004,-93.65879822
KM19,35.637699,-91.176397
KM20,37.3995018,-86.2602005
KM21,37.2262001,-87.15640259
KM22,34.445301,-87.711304
KM23,32.3117981,-89.1359024
KM24,30.84320068,-89.15979767
KM25,36.76910019,-88.58470154
KM27,34.87599945,-94.10929871
KM29,35.38510132,-87.96749878
KM30,37.18590164,-88.75060272
KM31,35.90340042,-89.39730072
KM32,33.34600067,-91.31569672
KM33,36.375076,-86.408414
KM34,37.00979,-88.299403
KM36,34.88029861,-91.17639923
KM37,33.77640152,-90.52500153
KM40,33.87369919,-88.48970032
KM41,34.8042984,-89.52110291
KM43,31.59539986,-89.90619659
KM44,33.89179993,-89.0236969
KM45,38.73469925,-119.7669983
KM46,45.85290146,-106.7089996
KM48,37.33010101,-91.97319794
KM50,45.81480026,-119.8209991
KM51,33.49750137,-88.6812973
KM52,35.65129852,-88.37889862
KM53,35.80220032,-88.87490082
KM54,36.19039917,-86.31569672
KM55,33.84669876,-88.1155014
KM59,31.31739998,-88.93499756
KM60,35.27190018,-91.2696991
KM65,35.231602,-90.761597
KM66,38.3431015,-97.21420288
KM70,36.24549866,-90.9552002
KM71,38.90179825,-90.96029663
KM72,34.54869843,-89.02420044
KM73,34.41230011,-91.46630096
KM75,48.3669014,-107.9189987
KM77,33.99670029,-93.83809662
KM78,34.33330154,-92.7614975
KM79,32.48529816,-91.77030182
KM80,32.41630173,-91.14890289
KM83,33.58399963,-88.66670227
KM85,36.44380188,-89.90380096
KM88,36.19029999,-86.6996994
KM89,34.09980011,-93.06610107
